"Name","State","Notes","User","Tags","Created","Runtime","Sweep","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","activation_function","actual_hidden_layers","apply_penalty","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","hidden_dim3","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_scale_factor_fixed","hidden_dim_strategy","hidden_layers","hidden_layers_max","hidden_layers_min","huber_delta","learning_rate","loss_function","method","model_type","momentum","nesterov","normalization","normalization_method","optimizer","output_activation_function","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.activation_functions","parameters.apply_penaltys","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.batch_sizes","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.dropouts","parameters.epochs","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.hidden_dim3s","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.hidden_layerss","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.learning_rates","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","parameters.normalization_methods","parameters.optimizers","parameters.output_activation_functions","parameters.penalty_factor_max","parameters.penalty_factor_min","parameters.randomize_hidden_dim_strategys","parameters.randomize_row_deletions","parameters.randomize_time_shifts","parameters.row_deletion_range_max","parameters.row_deletion_range_min","parameters.scaled_layerss","parameters.time_shift_range_max","parameters.time_shift_range_min","penalty_factor_max","penalty_factor_min","randomize_hidden_dim_strategy","randomize_row_deletion","randomize_time_shift","row_deletion_range_max","row_deletion_range_min","scaled_layers","time_shift_range_max","time_shift_range_min","combined_metric","combined_metric_accuracy","combined_metric_loss","epoch","hidden_dim_scale_factor","hidden_layer_11_weight_init","hidden_layer_13_weight_init","hidden_layer_1_neurons","hidden_layer_1_weight_init","hidden_layer_2_neurons","hidden_layer_2_weight_init","hidden_layer_3_neurons","hidden_layer_3_weight_init","hidden_layer_4_neurons","hidden_layer_4_weight_init","hidden_layer_5_neurons","hidden_layer_5_weight_init","hidden_layer_6_neurons","hidden_layer_6_weight_init","hidden_layer_7_neurons","hidden_layer_7_weight_init","hidden_layer_9_weight_init","model_architecture","output_layer_weight_init","penalty_factor","test_accuracy","test_loss","train_accuracy","train_loss","val_accuracy","val_loss"
"happy-sweep-209","finished","-","","","2024-08-21T14:22:43.000Z","15","cx89v8ve","","1024","4","relu","5","true","15","0.4772336552014584","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","0.33993538492094266","0.09687693952270048","huber","","","0.12319209582161784","true","","std","rmsprop","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.4933816130848785","0.25666218996047974","200","1.8311295192256472","","","284","Random","520","Default (PyTorch)","283","Default (PyTorch)","154","He","84","Random","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 284 neurons
Hidden Layer 2: 520 neurons
Hidden Layer 3: 283 neurons
Hidden Layer 4: 154 neurons
Hidden Layer 5: 84 neurons
Output Layer: 1 neuron","LeCun","53.06674974130137","0.4933816130848785","0.25666218996047974","0.4933816130848785","0.25666218996047974","0.4933816130848785","0.25666218996047974"
"light-sweep-250","finished","-","","","2024-08-21T05:38:38.000Z","14","ist7tium","","1024","4","dsu","5","false","45","0.6316694180021412","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","","0.02461520389141665","mae","","","0.799377542412339","true","","std","rmsprop","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.4937320148870154","0.26091208060582477","165","1.3634997681967764","","","113","Default (PyTorch)","154","Default (PyTorch)","179","Random","118","Default (PyTorch)","187","Random","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 113 neurons
Hidden Layer 2: 154 neurons
Hidden Layer 3: 179 neurons
Hidden Layer 4: 118 neurons
Hidden Layer 5: 187 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.4457921503545833","0.3071463406085968","0.5896987444754352","0.16834712028503418","0.4457051498310277","0.3072427809238434"
"noble-sweep-3","finished","-","","","2024-08-20T02:09:45.000Z","50","mq364xy7","","1024","4","elu","3","false","23","0.32423669851545645","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","","0.04794633840838386","mae","","","0.3256850546399729","true","","none","adadelta","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.488768029061639","0.26396392782529193","409","1.9393840235301496","","","361","Random","186","Default (PyTorch)","186","He","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 361 neurons
Hidden Layer 2: 186 neurons
Hidden Layer 3: 186 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.5245440619643829","0.22605834901332855","0.4165775616898655","0.3403817415237427","0.5251824635306688","0.22545169293880463"
"zesty-sweep-40","finished","-","","","2024-08-21T04:30:10.000Z","9","ist7tium","","1024","4","hardelish","4","true","44","0.7206377788898706","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","0.3940172165808722","0.04941102459301143","huber","","","0.2217437313504236","true","","none","adam","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.464424473893361","0.28684114416440326","200","1.2119924685678298","","","299","Random","362","Random","438","Random","530","Random","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 299 neurons
Hidden Layer 2: 362 neurons
Hidden Layer 3: 438 neurons
Hidden Layer 4: 530 neurons
Output Layer: 1 neuron","LeCun","80.24137138115739","0.4644244646191251","0.28684115409851074","0.4644244924418328","0.28684112429618835","0.4644244646191251","0.28684115409851074"
"kind-sweep-103","finished","-","","","2024-08-21T13:50:24.000Z","18","cx89v8ve","","1024","4","selu","3","false","15","0.3198647963538519","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","","0.013732409375268656","mae","","","0.5461234167492174","true","","std","adamw","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.5839809212919173","0.3087140427281459","421","1.364020419865697","","","319","Random","319","Random","233","Random","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 319 neurons
Hidden Layer 2: 319 neurons
Hidden Layer 3: 233 neurons
Output Layer: 1 neuron","Random","0","0.8444057396144162","0.02420957386493683","0.06313129063250333","0.877722978591919","0.844405733628832","0.024209575727581974"
"sparkling-sweep-222","finished","-","","","2024-08-21T14:26:14.000Z","15","cx89v8ve","","1024","4","hardelish","3","true","28","0.21264644328029111","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","0.4531184666914479","0.07623672232588682","huber","","","0.4357054108387928","false","","std","adam","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.43743760843500185","0.3164764444033305","200","1.2905748734916052","","","289","Random","372","Random","372","Random","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 289 neurons
Hidden Layer 2: 372 neurons
Hidden Layer 3: 372 neurons
Output Layer: 1 neuron","Default (PyTorch)","75.07328379160417","0.43743761726434016","0.316476434469223","0.43743761726434016","0.316476434469223","0.4374375907763251","0.3164764642715454"
"fluent-sweep-74","finished","-","","","2024-08-21T04:42:49.000Z","16","ist7tium","","1024","4","swish","7","false","38","0.3251415805513227","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","","0.05694636738216534","mae","","","0.7730825441200364","true","","std","rmsprop","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.43843528787352176","0.31708566347757977","209","1.066519951277571","","","169","Random","180","Random","180","Random","180","Random","180","Random","101","Random","101","Random","","Input Layer: 10 neurons
Hidden Layer 1: 169 neurons
Hidden Layer 2: 180 neurons
Hidden Layer 3: 180 neurons
Hidden Layer 4: 180 neurons
Hidden Layer 5: 180 neurons
Hidden Layer 6: 101 neurons
Hidden Layer 7: 101 neurons
Output Layer: 1 neuron","Random","0","0.46785242509327296","0.2831810414791107","0.37960098543208487","0.3848949372768402","0.4678524530952075","0.28318101167678833"
"azure-sweep-298","finished","-","","","2024-08-21T14:54:06.000Z","28","cx89v8ve","","1024","4","leaky_relu","3","false","10","0.4160205592744762","10000","","","","","512","8","","2","1.01","","","","false","maintain","","7","2","0.7978487789375331","0.024529516096402075","huber","","","0.21770292061381155","true","","std","adam","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.6081676493089422","0.3173985620960593","516","1.7130960936216133","","","381","Random","381","He","381","Default (PyTorch)","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 381 neurons
Hidden Layer 2: 381 neurons
Hidden Layer 3: 381 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.8944029396445633","0.011150739155709743","0.03568887933261933","0.9298959374427797","0.8944111289496441","0.011149009689688684"
"fallen-sweep-310","finished","-","","","2024-08-21T06:00:23.000Z","15","ist7tium","","1024","4","hardelish","3","false","30","0.7180313007118435","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","0.5394105475843567","0.04052565934393078","huber","","","0.06660027697515968","false","","std","adamw","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.43810473408278616","0.31785711149374646","200","1.5980560831906456","","","165","Default (PyTorch)","263","Random","465","Default (PyTorch)","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 165 neurons
Hidden Layer 2: 263 neurons
Hidden Layer 3: 465 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.4054640901725609","0.3534729480743408","0.5033859968397185","0.2466254681348801","0.40546411523607895","0.35347291827201843"
"grateful-sweep-8","finished","-","","","2024-08-20T15:33:38.000Z","253","imtxwwbl","","1024","4","elu","6","false","21","0.777740549884542","10000","","","","","512","8","","2","1.01","","","","false","compress","","7","2","","0.07648067442309785","mae","","","0.4026264281495671","true","","min-max","nadam","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.4375860705939088","0.3201393286387126","202","1.2203815820357131","","","105","Default (PyTorch)","86","Default (PyTorch)","75","Random","54","Default (PyTorch)","30","Random","21","Random","","","","Input Layer: 10 neurons
Hidden Layer 1: 105 neurons
Hidden Layer 2: 86 neurons
Hidden Layer 3: 75 neurons
Hidden Layer 4: 54 neurons
Hidden Layer 5: 30 neurons
Hidden Layer 6: 21 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.47976654584433087","0.27064284682273865","0.350084564317921","0.42239007353782654","0.4829071016194745","0.2673850655555725"
"proud-sweep-6","finished","-","","","2024-08-20T23:43:28.000Z","253","j4rlabey","","1024","4","selu","6","false","71","0.7469627137495936","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","1.611492271146432","0.08854870174887515","huber","","","0.23420697925782535","true","","min-max","adamax","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.4308084056412849","0.3240439097086589","200","1.6453483275889207","","","318","LeCun","193","Default (PyTorch)","193","Default (PyTorch)","317","Default (PyTorch)","317","Random","192","Default (PyTorch)","","","","Input Layer: 10 neurons
Hidden Layer 1: 318 neurons
Hidden Layer 2: 193 neurons
Hidden Layer 3: 193 neurons
Hidden Layer 4: 317 neurons
Hidden Layer 5: 317 neurons
Hidden Layer 6: 192 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.4233293009404686","0.3325490951538086","0.4419847028925157","0.311381071805954","0.4271112130908705","0.328201562166214"
"devoted-sweep-441","finished","-","","","2024-08-21T15:49:21.000Z","13","cx89v8ve","","1024","4","hardelish","3","true","25","0.572778714309466","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","0.6306530829823523","0.05222912174780222","huber","","","0.6906524832729755","false","","min-max","adadelta","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.4322901325285036","0.3277786076068878","104","1.418055627624105","","","58","Default (PyTorch)","82","Default (PyTorch)","50","Default (PyTorch)","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 58 neurons
Hidden Layer 2: 82 neurons
Hidden Layer 3: 50 neurons
Output Layer: 1 neuron","Default (PyTorch)","6.869342301701615","0.379925490518801","0.3844923973083496","0.5370194405791515","0.21435099840164185","0.3799254664875584","0.384492427110672"
"resilient-sweep-498","finished","-","","","2024-08-21T07:11:54.000Z","22","ist7tium","","1024","4","selu","6","false","100","0.5210558980873978","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","1.7956341730076495","0.0940102065389547","huber","","","0.7018349833237586","false","","std","adamax","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.4435010770928541","0.32873275876045227","200","1.1952057499661963","","","137","Default (PyTorch)","163","Default (PyTorch)","194","Default (PyTorch)","231","Default (PyTorch)","193","Default (PyTorch)","193","Default (PyTorch)","","","","Input Layer: 10 neurons
Hidden Layer 1: 137 neurons
Hidden Layer 2: 163 neurons
Hidden Layer 3: 194 neurons
Hidden Layer 4: 231 neurons
Hidden Layer 5: 193 neurons
Hidden Layer 6: 193 neurons
Output Layer: 1 neuron","Xavier","0","0.3459262146444787","0.42781251668930054","0.6386508019896049","0.13057324290275574","0.3459262146444787","0.42781251668930054"
"charmed-sweep-305","finished","-","","","2024-08-21T05:58:53.000Z","14","ist7tium","","1024","4","swish","7","true","54","0.2300425772902559","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","0.5173927852778618","0.03957345721456791","huber","","","0.6600277974135099","true","","min-max","rmsprop","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.42590142121416785","0.3295891781648","214","1.6473095090017242","","","216","Default (PyTorch)","355","Default (PyTorch)","584","Random","962","Random","1024","Default (PyTorch)","1024","Default (PyTorch)","1024","Random","","Input Layer: 10 neurons
Hidden Layer 1: 216 neurons
Hidden Layer 2: 355 neurons
Hidden Layer 3: 584 neurons
Hidden Layer 4: 962 neurons
Hidden Layer 5: 1024 neurons
Hidden Layer 6: 1024 neurons
Hidden Layer 7: 1024 neurons
Output Layer: 1 neuron","Default (PyTorch)","96.6247601917766","0.4259020874114544","0.3295884132385254","0.42590008881959474","0.32959070801734924","0.4259020874114544","0.3295884132385254"
"vibrant-sweep-166","finished","-","","","2024-08-21T05:10:02.000Z","45","ist7tium","","1024","4","mish","2","false","7","0.7361203980083135","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","","0.06078894279517121","mae","","","0.009691374054373314","false","","std","rmsprop","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.4206485806340153","0.3446846008300781","1581","1.2200351708108363","","","102","Default (PyTorch)","124","Default (PyTorch)","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 102 neurons
Hidden Layer 2: 124 neurons
Output Layer: 1 neuron","Random","0","0.4878666351606714","0.26228058338165283","0.28621247158070295","0.5094926357269287","0.4878666351606714","0.26228058338165283"
"volcanic-sweep-93","finished","-","","","2024-08-21T13:45:16.000Z","27","cx89v8ve","","1024","4","elu","6","false","10","0.35707358490531266","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","","0.01455981874457728","mae","","","0.5073291810611046","true","","min-max","rmsprop","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.6129662607247235","0.35160471002260846","846","1.084001879425074","","","289","Random","313","Random","387","Random","480","Random","729","Random","744","Random","","","","Input Layer: 10 neurons
Hidden Layer 1: 289 neurons
Hidden Layer 2: 313 neurons
Hidden Layer 3: 387 neurons
Hidden Layer 4: 480 neurons
Hidden Layer 5: 729 neurons
Hidden Layer 6: 744 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.9306214154800068","0.004813387989997864","-0.02234404878584284","1.0451873540878296","0.9306214154800068","0.004813387989997864"
