"Name","State","Notes","User","Tags","Created","Runtime","Sweep","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","activation_function","actual_hidden_layers","apply_penalty","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","hidden_dim3","hidden_dim_initial","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_scale_factor","hidden_dim_scale_factor_fixed","hidden_dim_strategy","hidden_layer_1_weight_init","hidden_layer_2_neurons","hidden_layer_2_scale_factor","hidden_layer_2_strategy","hidden_layer_2_weight_init","hidden_layer_3_neurons","hidden_layer_3_scale_factor","hidden_layer_3_strategy","hidden_layer_3_weight_init","hidden_layer_4_neurons","hidden_layer_4_scale_factor","hidden_layer_4_strategy","hidden_layer_4_weight_init","hidden_layer_5_neurons","hidden_layer_5_scale_factor","hidden_layer_5_strategy","hidden_layer_5_weight_init","hidden_layer_6_neurons","hidden_layer_6_scale_factor","hidden_layer_6_strategy","hidden_layer_6_weight_init","hidden_layer_7_neurons","hidden_layer_7_scale_factor","hidden_layer_7_strategy","hidden_layer_7_weight_init","hidden_layers","hidden_layers_max","hidden_layers_min","huber_delta","learning_rate","loss_function","method","model_type","momentum","nesterov","normalization","normalization_method","optimizer","output_activation_function","output_layer_weight_init","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.activation_functions","parameters.apply_penaltys","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.batch_sizes","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.dropouts","parameters.epochs","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.hidden_dim3s","parameters.hidden_dim_initial.distribution","parameters.hidden_dim_initial.max","parameters.hidden_dim_initial.min","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_scale_factor.distribution","parameters.hidden_dim_scale_factor.max","parameters.hidden_dim_scale_factor.min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.hidden_layerss","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.learning_rates","parameters.loss_functions","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","parameters.normalization_methods","parameters.optimizers","parameters.output_activation_functions","parameters.penalty_factor.distribution","parameters.penalty_factor.max","parameters.penalty_factor.min","parameters.penalty_factor_max","parameters.penalty_factor_min","parameters.randomize_hidden_dim_strategys","parameters.randomize_row_deletions","parameters.randomize_time_shifts","parameters.row_deletion_range_max","parameters.row_deletion_range_min","parameters.scaled_layerss","parameters.time_shift_range_max","parameters.time_shift_range_min","parameters.weight_init_strategys","penalty_factor","penalty_factor_max","penalty_factor_min","randomize_hidden_dim_strategy","randomize_row_deletion","randomize_time_shift","row_deletion_range_max","row_deletion_range_min","scaled_layers","time_shift_range_max","time_shift_range_min","weight_init_strategy","combined_metric","combined_metric_accuracy","combined_metric_loss","epoch","hidden_layer_11_weight_init","hidden_layer_13_weight_init","hidden_layer_1_neurons","hidden_layer_9_weight_init","model_architecture","test_accuracy","test_loss","train_accuracy","train_loss","train_val_accuracy","train_val_loss","val_accuracy","val_loss"
"fresh-sweep-22","finished","-","","","2024-08-25T22:53:52.000Z","170","02pkstq1","","1024","4","gelu","","true","28","0.6148414739592005","10000","","","","67","","","","","","","","","","1.0599494281971582","false","expand","Random","71","1.0599494281971582","expand","Default (PyTorch)","100","1.4208222296047452","expand","Default (PyTorch)","194","1.9435965416098493","expand","Xavier","","","","","","","","","","","","","4","","","","0.06565070636184267","mae","","","0.5867273191792212","false","","std","asgd","sigmoid","Xavier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.882287659411191","","","false","","","","","","","","individual","","0.6506033465876947","0.13944756550093493","17","","","","","","0.8202820627449463","0.03229853697121143","0.4989720272394329","0.25102902948856354","0.5657639885090688","0.19302207976579663","0.6325559497787048","0.1350151300430298"
"curious-sweep-14","finished","-","","","2024-08-23T03:52:17.000Z","169","cnobgnyz","","1024","4","relu","4","false","15","0.20887234897025467","10000","","","","","","512","8","","2","1.01","","","","1.3748626811460625","true","expand","Default (PyTorch)","701","","","Default (PyTorch)","701","","","Default (PyTorch)","963","","","Default (PyTorch)","","","","","","","","","","","","","","7","2","","0.007424117521452804","mae","","","0.8031602116530694","false","","std","sgd","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","true","","","","","","","","","","0.6055690412684481","0.17977010637858057","16","","","510","","Input Layer: 10 neurons
Hidden Layer 1: 510 neurons
Hidden Layer 2: 701 neurons
Hidden Layer 3: 701 neurons
Hidden Layer 4: 963 neurons
Output Layer: 1 neuron","0.8200239952113699","0.032391362299676985","0.5407478410262462","0.21091254552205405","0.4983415642969872","0.25345947841803235","0.45593528756772816","0.2960064113140106"
"super-sweep-44","finished","-","","","2024-08-23T05:49:33.000Z","171","cnobgnyz","","1024","4","squ","2","false","37","0.7988024515552594","10000","","","","","","512","8","","2","1.01","","","","1.1768537074927856","false","maintain","Random","164","","","Random","","","","","","","","","","","","","","","","","","","","","","7","2","","0.05457379059626017","mse","","","0.394819006104267","false","","std","adamax","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","true","","","","","","","","","","0.5690603208301023","0.2168669973810514","17","","","164","","Input Layer: 10 neurons
Hidden Layer 1: 164 neurons
Hidden Layer 2: 164 neurons
Output Layer: 1 neuron","0.8152546778859449","0.03413083404302597","0.4817156158164817","0.26861870288848877","0.44596314230218104","0.3082350790500641","0.4102106687878804","0.3478514552116394"
"rare-sweep-76","finished","-","","","2024-08-23T07:29:20.000Z","172","cnobgnyz","","1024","4","gelu","6","false","19","0.24901513628391947","10000","","","","","","512","8","","2","1.01","","","","1.0243622809801514","false","compress","Random","385","","","Default (PyTorch)","238","","","Random","335","","","Random","195","","","Default (PyTorch)","375","","","Default (PyTorch)","","","","","","7","2","","0.07685368794005079","mse","","","0.7172498825498563","true","","none","nadam","sigmoid","Xavier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","true","","","","","","","","","","0.5414783438338236","0.24756841979817384","17","","","395","","Input Layer: 10 neurons
Hidden Layer 1: 395 neurons
Hidden Layer 2: 385 neurons
Hidden Layer 3: 238 neurons
Hidden Layer 4: 335 neurons
Hidden Layer 5: 195 neurons
Hidden Layer 6: 375 neurons
Output Layer: 1 neuron","0.8131425963431831","0.034915689301366605","0.43091213075478574","0.3238610029220581","0.4056462175791439","0.35389478504657745","0.380380304403502","0.3839285671710968"
"earnest-sweep-15","finished","-","","","2024-08-24T01:00:47.000Z","173","yr1w0pvc","","1024","4","softplus","5","false","47","0.705548139846536","10000","","","","61","","","","","","","","","","1.9066429026106069","false","maintain","Default (PyTorch)","61","1.9066429026106069","maintain","Random","61","1.9066429026106069","maintain","Random","61","1.9066429026106069","maintain","Default (PyTorch)","61","1.9066429026106069","maintain","Default (PyTorch)","","","","","","","","","5","","","","0.07810887667105526","mse","","","0.828918756746154","false","","min-max","adamw","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.512022745159635","","","false","","","","","","","","","","0.5369543291023448","0.25614650423328084","17","","","61","","","0.8123757952561481","0.03520284220576286","0.4748086562755275","0.27582594752311707","0.3992435960254432","0.3666183352470398","0.3236785357753589","0.4574107229709625"
"likely-sweep-19","finished","-","","","2024-08-24T02:42:43.000Z","173","4eanx08t","","1024","4","selu","4","false","20","0.5488239022432093","10000","","","","78","","","","","","","","","","1.6322205942212509","false","compress","Default (PyTorch)","47","1.6322205942212509","compress","Default (PyTorch)","29","1.6033707895675484","compress","Default (PyTorch)","23","1.2179663589557934","compress","Default (PyTorch)","","","","","","","","","","","","","4","","","","0.04555983546370449","mae","","","0.17523015253061672","false","","min-max","adadelta","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.380449236467056","","","false","","","","","","","","uniform","","0.6003159238518326","0.18242870407185463","17","","","78","","","0.8110481967048379","0.035702783968493655","0.4681926033093622","0.28281910717487335","0.49494978742533","0.25579166412353516","0.5217069715412977","0.22876422107219696"
"celestial-sweep-114","finished","-","","","2024-08-25T20:03:41.000Z","173","3vqhfez0","","1024","4","relu","","false","34","0.5674262646532446","10000","","","","442","","","","","","","","","","1.7856888903850074","true","maintain","Default (PyTorch)","442","1.7856888903850074","maintain","Default (PyTorch)","442","1.7856888903850074","maintain","Default (PyTorch)","442","1.7856888903850074","maintain","Default (PyTorch)","","","","","","","","","","","","","4","","","","0.022909025664440145","mae","","","0.10249803211340586","true","","min-max","adamax","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.97114743606807","","","false","","","","","","","","individual","","0.6322664209035131","0.1553438367942969","17","","","","","","0.8084175084357124","0.03670385107398033","0.6272683901580542","0.1389288529753685","0.5441908771374135","0.2146638296544552","0.4611133641167728","0.29039880633354187"
"vocal-sweep-26","finished","-","","","2024-08-23T04:42:05.000Z","310","cnobgnyz","","1024","4","gelu","2","false","20","0.37414344788748266","10000","","","","","","512","8","","2","1.01","","","","1.977314115763136","false","expand","Default (PyTorch)","757","","","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","7","2","1.9117519951423696","0.09338155181892636","huber","","","0.2468909196078276","true","","std","rmsprop","sigmoid","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","false","","","","","","","","","","0.6763275982903888","0.11355724687584572","35","","","383","","Input Layer: 10 neurons
Hidden Layer 1: 383 neurons
Hidden Layer 2: 757 neurons
Output Layer: 1 neuron","0.8081810491794303","0.03679450989390413","0.6226945902476562","0.14235937222838402","0.610400872845868","0.15193861536681652","0.5981071554440798","0.16151785850524902"
"smooth-sweep-11","finished","-","","","2024-08-23T03:44:18.000Z","165","cnobgnyz","","1024","4","hardelish","3","true","16","0.779446882931377","10000","","","","","","512","8","","2","1.01","","","","1.085675108444344","true","maintain","Default (PyTorch)","445","","","Default (PyTorch)","483","","","Default (PyTorch)","","","","","","","","","","","","","","","","","","7","2","0.997203973421254","0.020092853601148725","huber","","","0.7750169725798962","true","","min-max","nadam","sigmoid","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.94173715717322","100","1","true","","","","","","","","","","0.6657183866742827","0.1218798364409142","16","","","445","","Input Layer: 10 neurons
Hidden Layer 1: 445 neurons
Hidden Layer 2: 445 neurons
Hidden Layer 3: 483 neurons
Output Layer: 1 neuron","0.8080054609262268","0.0368619030341506","0.5989623916302871","0.1608311633268992","0.5945748495483107","0.164388803144296","0.5901873074663343","0.1679464429616928"
"autumn-sweep-42","finished","-","","","2024-08-22T21:26:26.000Z","165","88sdi8nj","","1024","4","gelu","7","true","18","0.20506011226515564","10000","","","","","","512","8","","2","1.01","","","","1.8397680486347496","false","maintain","Xavier","259","","","Xavier","210","","","Xavier","210","","","Xavier","347","","","Xavier","511","","","Xavier","658","","","Xavier","","7","2","","0.0534140031680521","mae","","","0.887832314166883","true","","none","adadelta","sigmoid","LeCun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.037547109598066","100","1","true","","","","","","","","","","0.5961321917732069","0.1873093507149153","16","","","259","","Input Layer: 10 neurons
Hidden Layer 1: 259 neurons
Hidden Layer 2: 259 neurons
Hidden Layer 3: 210 neurons
Hidden Layer 4: 210 neurons
Hidden Layer 5: 347 neurons
Hidden Layer 6: 511 neurons
Hidden Layer 7: 658 neurons
Output Layer: 1 neuron","0.8076285262310708","0.0370067839200298","0.5428453595698717","0.20899036526679993","0.49038402454427493","0.2624606341123581","0.4379226895186782","0.31593090295791626"
"devoted-sweep-44","finished","-","","","2024-08-22T21:39:44.000Z","178","88sdi8nj","","1024","4","leaky_relu","4","false","47","0.4377464822518501","10000","","","","","","512","8","","2","1.01","","","","1.4313786873873355","true","expand","Default (PyTorch)","692","","","Random","990","","","Random","1024","","","Random","","","","","","","","","","","","","","7","2","","0.04474162559850097","mse","","","0.3671888132574256","true","","std","adamax","sigmoid","Xavier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","false","","","","","","","","","","0.5387318658850476","0.25080910325050354","17","","","484","","Input Layer: 10 neurons
Hidden Layer 1: 484 neurons
Hidden Layer 2: 692 neurons
Hidden Layer 3: 990 neurons
Hidden Layer 4: 1024 neurons
Output Layer: 1 neuron","0.8002265723435333","0.039909422397613525","0.4839885021666427","0.266267865896225","0.4079845126558048","0.35625894367694855","0.33198052314496684","0.4462500214576721"
"sandy-sweep-58","finished","-","","","2024-08-25T16:55:41.000Z","185","3vqhfez0","","1024","4","softplus","","true","50","0.6354598291736939","10000","","","","463","","","","","","","","","","1.875436159677747","true","maintain","Default (PyTorch)","463","1.875436159677747","maintain","Random","868","1.875436159677747","expand","Default (PyTorch)","1024","1.875436159677747","expand","Random","1024","1.875436159677747","maintain","Random","546","1.875436159677747","compress","Random","546","1.875436159677747","maintain","Default (PyTorch)","7","","","","0.08254366967679617","mae","","","0.1332380982072621","false","","std","rmsprop","sigmoid","Xavier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.690969741920334","","","true","","","","","","","","individual","","0.4522675942788165","0.3606862413386504","17","","","","","","0.8001857103583638","0.03992575034499168","0.2934054885820446","0.499275803565979","0.2783085362390429","0.5210664868354797","0.26321158389604116","0.5428571701049805"
"fancy-sweep-42","finished","-","","","2024-08-23T18:48:49.000Z","169","ey2ul0w6","","1024","4","elu","3","true","29","0.7315897035207684","10000","","","","","","512","8","","2","1.01","","","","1.903829459265018","true","expand","He","323","","","He","323","","","He","","","","","","","","","","","","","","","","","","7","2","","0.07573164045936724","mae","","","0.22619401564198124","true","","std","adam","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.48215932875418","100","1","true","","","","","","","","","","0.5282484252322089","0.2590617382278045","17","","","170","","Input Layer: 10 neurons
Hidden Layer 1: 170 neurons
Hidden Layer 2: 323 neurons
Hidden Layer 3: 323 neurons
Output Layer: 1 neuron","0.7984724550098281","0.04061335138976574","0.39472234726804456","0.3663610368967056","0.39313641034339936","0.3682859316468239","0.39155047341875415","0.37021082639694214"
"peachy-sweep-41","finished","-","","","2024-08-23T02:18:37.000Z","173","i8k2uob8","","1024","4","selu","3","true","37","0.678459226107877","10000","","","","","","512","8","","2","1.01","","","","1.1469723223890818","false","expand","Default (PyTorch)","334","","","Default (PyTorch)","573","","","Default (PyTorch)","","","","","","","","","","","","","","","","","","7","2","0.28305479412843115","0.03861230895902354","huber","","","0.2223656072315158","true","","min-max","adam","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.520991342734884","100","1","false","","","","","","","","","","-4066.248459034497","49624224.02753252","17","","","292","","Input Layer: 10 neurons
Hidden Layer 1: 292 neurons
Hidden Layer 2: 334 neurons
Hidden Layer 3: 573 neurons
Output Layer: 1 neuron","0.7980421522460297","0.040786972269415855","-12200.338942919338","148872672","-6099.771709627868","74436336.02090529","0.7955236636004807","0.041810572147369385"
